transcript,index,de,dgs,mouth
1413703,43,"Ich fragte ihn, warum er viele Spieler aus dem Süden ausgewählt hatte und keinen aus Berlin.","['||$PROD*', 'UNTERHALTUNG1*', 'ICH1', 'BESCHEID1A', 'ICH1', 'WISSEN2A^', '$INDEX1', 'DEUTSCH1', 'MEISTENS1A', 'SÜDEN1A', '$INDEX1', 'AUSWAHL1H*', 'WARUM3A', 'BERLIN1A*', '$INDEX1', 'AUSWAHL1C*', 'BERLIN1A*']","['deutsch', 'meisten', 'süd', 'warum', 'berlin', 'berlin']"
1413703,44,"Dort gäbe es ja sehr gute Spieler, wie den Sohn von #Name2, #Name1 und andere. Warum er sich dagegen entschieden hätte, die auszuwählen.","['DEIN1', 'SOHN1', '$NAME*', '$INDEX1', '$PROD*', 'SOHN1||$INDEX1', 'ANDERS2*', 'AUCH1A*', '$INDEX1*', '$LIST1:2of2d*', '$INDEX1', '$GEST^', '$NAME*', 'VERWANDT1', '$INDEX1*', 'SEHR6*', '$PROD*', 'ICH1*', 'GEGEN1^', 'WARUM3A', 'AUSWAHL1H']","['sohn', '#name2', 'sohn', 'auch', 'verwandte', '[MG]', '[MG]', 'warum nicht']"
1413703,45,??,['$NAME*'],[]
1413703,46,"Er antwortete mir, dass die aus Berlin Probleme hätten, die 90 Minuten lauftechnisch durchzuhalten.","['$INDEX1', 'SAGEN1*', 'GEGEN1^*', 'SAGEN1*', 'FEHLEN1A*', '$NUM-ZEHNER2A:9*', 'MINUTE1*', 'LAUFEN1', 'FEHLEN1A*', 'PROBLEM2A', 'BERLIN1A*', '$INDEX1', '||$GEST^', '||$INDEX1', '||KANN1*']","['[MG]', '[MG]', 'neunzig', 'minuten', 'laufen', 'problem', 'berlin', '[MG]']"
1413703,47,"40 bis 50 Minuten wären sie richtig gut, aber den Rest würden sie nicht mehr schaffen.","['$INDEX1', 'NUR2A', 'BERLIN1A', 'SEHR6', 'NUR2B*', 'BIS1', '$NUM-ZEHNER2A:4*', 'MINUTE1*', '$NUM-ZEHNER2A:5*', 'MINUTE1*', 'SEHR6', 'REST1C*']","['nur', 'ber{lin}', 'nur', 'vierzig', 'minuten', 'fünfzig', 'minuten', '[MG]', 'rest']"
1413703,48,Die Berliner sind halt nicht ausdauernd.,"['AUSDAUER1', 'LAUFEN1', '$GEST^', 'AUSWAHL1C', 'KANN1*']","['[MG]', '[MG]']"
1413703,49,"Früher war man ein Teil einer Mannschaft, heute geht es mehr um die einzelnen Personen.","['NEIN1B', 'FRÜHER1', 'MANNSCHAFT1', 'HEUTE1', 'EINZEL1']","['früher', 'mannschaft', 'heute', 'einzel']"
1413703,50,"Früher war die Manschaft eine feste Gruppe, heute fehlt der Zusammenhalt der einzelnen Personen.","['FRÜHER1', 'FUSSBALL1B', 'MANNSCHAFT1', 'SOLIDARISCH1A^*', 'ZUSAMMEN7*', 'HEUTE1', 'EINZEL1', '$GEST^']","['früher', 'fußball', 'mannschaft', 'zu{sammen}', 'heute', 'einzel']"
1413703,51,Einzeln.,"['EINZEL1*', '$GEST-OFF^']",[]
1413703,52,"In Berlin gibt es gute Spieler, die 90 Minuten durchhalten könnten.","['AUCH3A*', 'BERLIN1A*', 'EINIGE1', 'GUT1', 'SPIELEN1*', 'KANN2A', '$NUM-ZEHNER2A:9*', 'MINUTE1*', 'VOLL2A']","['auch', 'berlin', 'einige', 'gut', 'spieler', 'kann', 'neunzig mi{nuten} voll']"
1413703,53,"Aber er hatte sich ja dort noch nicht mal richtig umgeschaut, nur in Bayern oder in Nordrhein-Westfalen.","['$INDEX1', 'ERBLICKEN1^*', 'NICHT5*', 'MEHR1', 'BAYERN3', 'NORD1B^', 'WESTEN1B', 'BEREICH1A^*']","['aber', '[MG]', 'nicht', 'mehr', 'bayern', 'nordrhein-westfalen']"
1413703,54,Aber auch vom Norden kommen nicht viele.,"['NORD1A', 'BEREICH1A*', 'VIEL1A', '$GEST^']","['nord aber', 'nicht viel']"
1413703,55,Er ist mehr mit denen aus Stuttgart und näherer Umgebung verbunden. Was soll man da machen.,"['SOLIDARISCH1A^*', 'STUTTGART1', '$INDEX1*', '$GEST^']","['stuttgart', '[MG]', '[MG]']"
1413703,56,Alle aus der Region.,"['UNTEREINANDER3*', 'ODER1*', 'PARALLEL1A^']",['[MG]']
1413703,57,"Ja, auch weil der gehörlose Assistenzfußballtrainer, Werner von der Ruhren, in Düsseldorf wohnt.","['WEIL1*', 'FUSSBALL2*', 'TRAINER1', 'ASSISTENZ1', 'TAUB-GEHÖRLOS1A', 'VON3', 'FRIEDEN1^', 'WOHNUNG1B', 'DÜSSELDORF2*', '$INDEX1']","['weil', 'fußballtrainerassistent', 'von {der} ruhren', 'wohnen', 'düsseldorf']"
1413703,58,"Da ist es ja kein Wunder, dass die nur Spieler aus den beiden Regionen auswählen.","['WUNDER1*', '$INDEX1*', 'AUSWAHL1C*', '$INDEX1*']","['kein wunder', '[MG]']"
1413703,59,In Berlin waren die nicht einmal und haben geschaut.,"['DORT1*', '$NUM-EINER1A:1d*', 'SEHEN1']","['berlin', 'nicht einmal']"
1413703,60,"Die gucken einen nur einmal an, wer nicht in Form ist, wird einfach aussortiert.","['MAL3*', 'SCHAUEN1*', '$GEST-NM-SCHULTERZUCKEN1^*', 'FORM-KÖRPERLICH1', 'SCHWACH1', '$GEST^', 'PECH2', '||AB1B^*']","['einmal', '[MG]', 'form', 'schwach', 'pech', 'pech', '[MG]']"
1413703,61,Da hatten sie Pech.,"['PECH2', 'PUNKT2*', '$INDEX1', '$GEST^', '$INDEX1']",['pech']
1413703,62,Beim nächsten Spiel ist er dann wieder in guter Form.,"['IMMER4A*', 'SEHR6*']",['immer']
1413703,63,Aber das sieht sich dann keiner mehr an.,"['ERBLICKEN1*', 'NICHT6*', '$INDEX1*', '$GEST-OFF^*']",['nicht']
1413703,64,Ich war während der olympischen Spiele beim Finale zwischen Russland und der Ukraine.,"['||JA1A', '||STIMMT1A*', 'ICH1*', 'GEWESEN1', 'ICH1*', 'ABER1*', 'ICH1*', 'GEWESEN1', 'OLYMPIA1', 'DORT1*', 'BESUCHEN1A*', 'RUSSLAND4B||$NUM-EINER1A:1d', 'GEGEN1', 'UKRAINE1||$NUM-EINER1A:2d*', '$ALPHA1:R-A', 'GEGEN3A']","['gewesen', 'aber', 'gewesen', 'olympia', 'finale', 'russland', 'gegen', 'ukraine']"
1413703,65,Ich sah mir das Spiel an und es war wie unser Verein Comet.,"['ICH1', 'ZUSCHAUEN1', '$INDEX1', 'SPIEL1A', 'WIE3A', '$NAME-COMET1', 'ALLE1B^']","['ich', 'wie', 'comet']"
1413703,66,Denn sie spielten ganz so wie bei euch damals mit #Name2 gewissem Spielstil.,"['DU1', 'WIE3B*', '$PROD*', '$NAME', 'PASS-BALL1', '$PROD*']","['#name2', '[MG]']"
1413703,67,Das hat mich ganz stark an Comet erinnert.,"['ICH1*', '$INDEX1', 'ICH1', 'ERINNERUNG3B', 'ZURÜCK3*', 'WIE7B*', '||$INDEX2*', '$NAME-COMET1']","['wie', 'comet']"
1413703,68,"Die Russen waren gut, haben sehr technisch gespielt, aber das spielerische Geschick hatten die Ukrainer, weshalb sie gewonnen haben.","['$INDEX1', 'RUSSLAND4B*', 'PASS-BALL2', '$GEST-ABWINKEN1^', '$INDEX1', '$PROD*', '$INDEX1', 'GEWINNEN1^']","['russen', '[MG]', '[MG]']"
1413703,69,"Sie bekamen dann die olympische Goldmedaille dafür, ich zolle denen meinen Respekt.","['OLYMPIA1', 'GOLD3*', 'GOLD-MEDAILLE1*', 'BEKOMMEN3*', '$INDEX1*', 'APPLAUS2', 'GUT1', '$GEST^']","['olympia', 'goldmedaille']"
1413703,70,"Die spielten genauso wie Comet, ich verstand das nicht.","['GEWESEN1*', 'GUT1', '$NAME-COMET1*', 'GUT1*', '$GEST^', 'GLEICH1A^*', '$GEST^']","['gewesen', 'comet', '[MG]', '[MG]']"
1413703,71,Bei Deutschland sollte es auch funktionieren.,"['HIER1', 'DEUTSCH1', 'GLEICH1A^*', '$GEST-OFF^']",['deutsch']
1413703,72,"Also, nicht zu sehr auf das technische Spiel achten, sondern einer sollte ballstark spielen und andere dann einbinden.","['WENN1A*', 'PASS-BALL2*', 'STIMMT1^', '$NUM-EINER1A:1d*', 'DRIBBELN1', 'NECKEN1^*', '$PROD*', '$PROD*', '$GEST-KOMM-HER-HER-DAMIT1B^*', 'PASS-BALL1*', '$PROD*']","['wenn', '[MG]', 'ein', '[MG]', '[MG]', '[MG]', '[MG]']"
1413703,73,"Zum Beispiel #Name2, er spielte anfangs meist alleine mit vielen Gegnern, dadurch waren diese dann abgelenkt.","['WIE3A*', 'FRÜHER1*', '$INDEX1', 'FRÜHER1*', 'DRIBBELN1*', '$PROD*']",['[MG]']
1413703,74,??,['$INDEX1'],[]
1413703,75,"Dann stand einer frei, der bekam den Pass nach außen, dann gab es Tore.","['ICH1', 'FREI1*', 'ICH1*', '$PROD*', 'WINKEN1*', 'PASS-BALL2', 'ICH1', 'ÜBERHOLEN1^*', '||ERFOLG2^']","['ich', 'frei', '[MG]']"
1413703,76,"Damals hattet ihr es auch so gemacht und andauernd gewonnen und jetzt wird wieder sehr technisch gespielt, aber das funktioniert nicht gut. Ach, was soll’s.","['||FRÜHER1*', '||WIR1A', 'FRÜHER1*||$INDEX1', 'SEHR6*', 'DREHEN8^*', 'GEWINN1*', 'ALT5A', '||AB1B^', 'PASS-BALL2', '$GEST^', 'NICHT-MEHR1A', '$GEST^', 'LASSEN1', '$GEST^']","['[MG]', 'alt', '[MG]', 'nich{t} mehr', 'aber', 'lass', '[MG]']"
1413703,77,"Eigentlich hätte ich erwartet, dass die von Comet deutscher Meister werden.","['ICH1', 'ERWARTUNG1A*', 'SCHAUEN1*', '$NAME-COMET1', '$INDEX1', 'DEUTSCH1*', 'MEISTER2D*', 'KANN1*']","['ich', 'abwarten', 'seh', 'comet', 'deutsch meister', 'kann']"
1413703,78,Das war Pech. Die Nacht vor dem Halbfinale ließen sie sich voll laufen und verloren darauf am nächsten Tag das Spiel.,"['PECH2', 'VOR-KURZEM1*', 'SPIELEN2*', 'VOR-KURZEM1', 'DURCH1^*', 'FINALE3*', 'ABEND2*', 'SAUFEN1', 'MORGEN-FRÜH1*', 'REISE3', '$GEST^', 'VERLIEREN2', '$GEST^']","['pech', 'halbfinale', '[MG]']"
1413703,79,Heute oder in Zukunft wird es Gruppen mit Schwerhörigen geben.,"['HEUTE1', 'IN1*', 'ZUKUNFT2', 'MITBRINGEN1^', 'SCHWERHÖRIG1*', 'HÖREN2', 'MANNSCHAFT1^*', 'ZUSAMMEN7', '$GEST^', 'GRUPPE1A^*']","['heute', 'im', 'zukunft', 'mit', 'schwerhörig', 'kommission']"
1413703,80,"Wie es dann mit allem weitergegangen ist, weiß ich nicht.","['WIE-FRAGE1*', 'ES-LÄUFT1', 'WEITER1A*', 'ICH1*', '$GEST^']","['wie', 'läuft', 'weiter']"
1413703,81,"Ich weiß noch, früher haben sich die Gehörlosen und Schwerhörigen in einem Streit getrennt.","['WISSEN2A', 'FRÜHER1', 'TAUB-GEHÖRLOS1A', 'SCHWERHÖRIG1', 'ZUSAMMEN7', 'GEGEN3A', 'TRENNEN1C']","['[MG]', '[MG]', 'schw{erhörig}', '[MG]']"
1413703,82,Und jetzt tun sie sich zusammen.,"['ZURÜCK2', 'ZUSAMMEN7']","['wieder', '[MG]']"
1413703,83,Ob das dann gut gehen wird?,"['$GEST^', 'ENTWICKELN2*', 'GUT1', '$GEST^', '$GEST^']","['[MG]', 'gut']"
1413703,84,"Ja, ob das dann gut läuft?","['ES-LÄUFT1', 'GUT3']","['läuft', '[MG]']"
1413703,85,"Nein, ich glaube das nicht.","['ICH1', 'GLAUBEN2A', 'UNGEFÄHR1^']",['ich glaube nicht']
1413703,86,Der Vorstand muss genau darauf achten und dabei aufpassen.,"['MUSS2*', 'JETZT1', 'ALARM1', 'VORSTAND2*', '$INDEX1*', 'VORSICHTIG1', 'SCHUTZ2A^*']","['muss', 'jetzt', 'alarm', 'vorstand', 'vorsicht [MG]']"
1413703,87,"Denn dann kann es sein, dass immer mehr Schwerhörige eintreten, die Gehörlosen vertreiben und letztendlich Comet kaputtmachen.","['WENN1A*', 'SCHWERHÖRIG1*', 'EINSTELLEN-ARBEIT1B', '$PROD*', 'BIS1', '$INDEX1', 'TAG1A*', '$NAME-COMET1', 'KAPUTT4*', 'TAUB-GEHÖRLOS1A', 'UNTERDRÜCKEN1A']","['wenn', 'schwerhörig', '[MG]', 'bis', 'ein', 'tag', 'comet', 'kaputt', 'gehörlos', '[MG]']"
1413703,88,Da besteht eine Gefahr.,"['AUCH1A*', 'BESTEHEN1', 'GEFÄHRLICH1C', '$GEST^']","['auch', 'besteht', 'gefahr']"
1413703,89,Wie in/,"['WIE3A*', 'HIER1', '$$EXTRA-LING-MAN^', '$$EXTRA-LING-MAN^']",['[MG]']
1413703,90,"Mein Sohn sagte mir, dass wir vorsichtig sein sollten. Ein paar Schwerhörige seien genug, aber auf einmal kamen zu viele Schwerhörige.","['DISKUSSION1A*', 'MEIN1', 'SOHN1', 'BESCHEID1A*', 'ALARM1', 'VORSICHTIG1*', '$GEST^', 'EINIGE1*', 'ENDE1^*', 'AUF-EINMAL1C*', 'VOLL1*', 'MASSE-PERSON-AKTIV2*', 'ZITTERN2C^']","['[MG]', 'mein', 'sohn [MG]', 'alarm', 'vorsicht', 'genug', 'auf einmal', 'voll', '[MG]']"
1413703,91,"Das gleiche passierte auch bei der Volleyball-Mannschaft hier in Berlin, damals waren alle Spieler noch gehörlos und jetzt sind da nur noch Schwerhörige.","['$INDEX1', 'WIE3A*', 'HIER1', 'BERLIN1A*', '$INDEX1*', 'VOLLEYBALL1A', '$GEST^', 'VERGANGENHEIT1^', 'TAUB-GEHÖRLOS1A*', '||MANNSCHAFT1*', 'NICHT3B*', 'SCHWERHÖRIG1*', 'MANNSCHAFT1*']","['[MG]', 'berlin', 'volleyball', 'schwerhörig']"
1413703,92,Nun haben die Schwerhörigen das an sich gerissen.,"['TAUB-GEHÖRLOS1A*', 'UNTERDRÜCKEN1A', 'FERTIG1A', '$INDEX1', 'SCHWERHÖRIG1*', 'MANNSCHAFT1*', '$GEST-OFF^']","['[MG]', 'schwer{hörig}', '[MG]']"
1413703,93,Und sie sind damit erfolgreich.,"['ERFOLG2*', 'ERFOLG1', 'ENTWICKELN1B*', '$GEST^', '$GEST^']","['erfolg', '[MG]']"
1413703,94,Die meisten Gehörlosen interessieren sich für Kultur und die Schwerhörigen eher für Sport.,"['DURCH2A', 'MEISTENS1B', 'TAUB-GEHÖRLOS1B*', 'KULTUR1A*', 'SCHWERHÖRIG1', 'SPORT1', '$GEST^', 'ABLAUF2^', '$GEST-OFF^', '$GEST-OFF^*']","['durch', 'meist{ens}', 'kult{ur}', 'schwer{hörige}', '[MG]']"
1413703,95,"Es wäre besser, aus beiden Gruppen einige auszuwählen und diese zusammenzuführen.","['PAAR-ANZAHL1*', 'NEHMEN1A^*', 'FUNKTION3A']",['[MG]']
1413703,96,"Statt immer mehr Schwerhörige in die Mannschaft zu holen, bis sie die übernehmen, dann haben die Tauben verloren und sind weg vom Fenster.","['WERFEN1^*', 'UNTERDRÜCKEN1C^*', 'TAUB-GEHÖRLOS1A', 'VERLIEREN1*', 'WEG-ENTFERNEN1A', '$GEST^']","['[MG]', 'taub', 'verloren', 'weg']"
1413703,97,Wann warst du damals zum letzten Mal bei den olympischen Spielen?,"['ICH1', 'FRAGE1*', 'ICH1', 'FRAGE1', 'DU1', 'WANN2*', 'LETZTE1A', 'OLYMPIA1*', 'FAHREN3', 'WANN5*||DU1*', 'LETZTE1D*', 'VERGANGENHEIT1^*', 'FAHREN3*']","['[MG]', 'frage', 'wann', 'letzt', 'olympi{a}', 'wann', 'letzte']"
1413703,98,Bei mir war es im Jahr 1969.,"['ICH1', '$NUM-EINER1D:9', '$NUM-ZEHNER1:6d*', 'ICH1', '$NUM-EINER1D:9', '$NUM-ZEHNER1:6d*']","['neunundsechzig', 'neunundsechzig']"
1413703,99,69?,"['$NUM-EINER1D:9', '$NUM-ZEHNER4A:6d*']",['neunundsechzig']
1413703,100,Das war in Dänemark?,"['$INDEX1', 'DÄNEMARK1*', '||DU1^*']",['dänemark']
1413703,101,Bei welcher Deafolympiade warst du dabei?,"['OLYMPIA1*', 'STIMMT1A||DU1*', 'TAUB-GEHÖRLOS1B*', 'OLYMPIA1', 'WO1A', 'BEREICH1A||DU1*', 'VERGANGENHEIT1^*']","['olympi{ade}', 'deaf oly{mpiade}', 'wo']"
1413703,102,In Jugoslawien.,['JUGOSLAWIEN1*'],['jugoslawien jugoslawien jugoslawien']
1413703,103,"In Jugoslawien, und dann/","['JUGOSLAWIEN1*', 'DANACH1A^*', '$GEST^']",['jugoslawien']
1413703,104,"Dann 1973 in Malmö, ich sollte auch mitfahren, aber leider war ich verletzt.","['DANN7', 'NÄCHSTE1', '$NUM-EINER1D:8d', '$NUM-ZEHNER2A:7d*', 'DORTHIN-GEHEN1^*', 'SOLL1', 'EIGENTLICH1C', 'VERLETZUNG2']","['dann', 'dreiundsiebzig', 'malmö', 'soll', 'eigentlich', 'verletzt']"
1413703,105,"Nein, ich meinte, ob du mal als Zuschauer bei der Deaf-Olympiade warst?","['NEIN1B', 'DU1', 'URLAUB7', 'FAHREN1^*', 'SEHEN-AUF4^*', 'DU1', 'SEHEN1^', 'DU1']","['[MG]', 'urlaub', '[MG]', '[MG]']"
1413703,106,"Ach so, ich/","['$GEST^', 'ICH2']",['ach so']
1413703,107,Vielleicht 1988?,"['VERGANGENHEIT1^*', '$NUM-DOPPEL1A:8d*', '$$EXTRA-LING-MAN^', '$GEST-OFF^', 'LANG-ZEIT5', '$NUM-DOPPEL1A:8d*']","['[MG]', '[MG]', 'lange', 'achtundachtzig']"
1413703,108,Vor Taipeh war es in Rom.,"['$GEST-AUFMERKSAMKEIT1^', 'DU1^*', '$GEST^', 'TAIPEH1', 'AUSSEN1A^*', '$INDEX1*', 'ROM2', 'ROM1*', 'ROM2', '$INDEX4']",['rom']
1413703,109,"Das war in Rom, in Rom, ich war da aber nicht.","['$GEST-NM-KOPFNICKEN1^', '$GEST-NM-KOPFSCHÜTTELN1^*', 'ICH2', '$GEST^']",['rom rom']
1413703,110,Und davor war es in Dänemark.,"['VORHER4*', '||DU1^*', 'AUSSEN1A^*', 'DU1*', 'DÄNEMARK1*', '$INDEX1*', 'DÄNEMARK1*']","['dänemark', 'dänemark']"
1413703,111,"Es war in Kopenhagen, da war ich aber auch nicht.","['ICH2^', 'KOPENHAGEN1*||DU1^*', '$INDEX1', '$INDEX1', '$GEST^']",['kopenhagen kopenhagen']
1413703,112,Kopenhagen.,['KOPENHAGEN1*'],['kopenhagen']
1413703,113,"Was auch immer früher war, aber du warst zum letzten Mal in Jugoslawien bei einer Deaf-Olympiade?","['VORHER4*', 'WAS1A^', 'WANN5', 'AUSSEN1A^*', '||DU1', 'VERGANGENHEIT1^', 'JUGOSLAWIEN1||DU1', 'IN1', 'LETZTE1A', '||DU1']","['wann', '[MG]', 'jugoslawien', 'letzt']"
1413703,114,"In Köln waren die Weltspiele, da war ich das letzte Mal dabei.","['LETZTE1B*', 'KÖLN3*', '$INDEX1', 'WELT1*', 'SPIELEN2*', 'KÖLN3*', '$INDEX1', 'KÖLN3*', '$INDEX1']","['let{zte}', 'köln', 'weltspiele', 'köln', 'köln']"
1413703,115,"Ah, in Köln, und dann wo noch?","['KÖLN3*||DU1', 'KÖLN3*||DU1', '||AUSSEN1A^*']",['köln']
1413703,116,"1985, bei denen in Los Angeles war ich dann nicht.","['DANN1A*', '$NUM-EINER1A:5*', '$NUM-ZEHNER1:8d*', '$INDEX1', '$INDEX1*', 'SCHLAGEN1^*', 'NEIN2B*']","['dann', 'fünfundachtzig', 'los angeles']"
1413703,117,1989 in Neuseeland war ich auch nicht.,"['$NUM-EINER1D:9*', '$NUM-ZEHNER1:8d*', '$INDEX2*', '$INDEX1']","['neunundachtzig', 'neuseeland']"
1413703,118,"Ja, bei den beiden war ich nicht dabei.","['$INDEX1', 'BEIDE2A*', '$GEST-OFF^*', 'FERTIG1B*']",['[MG]']
1413703,119,"Da wo du zum letzten Mal warst, waren alle bei der Deaf-Olympiade noch gehörlos und sie gebärdeten.","['$INDEX1*', '||DU1*', 'WAR1', 'LETZTE1A*', 'LETZTE3||DU1*', 'DEAF-ASL1*', 'OLYMPIA1*', 'MASSE-PERSON-AKTIV1*', 'ALLE1A*', 'GEBÄRDEN1A*', 'ALLE1C*', 'GEBÄRDEN1A*']","['war', 'letzt', 'deaf olympi{a}', 'alle', '[MG]', 'alle']"
1413703,120,Es gab nur wenige Schwerhörige.,"['SCHWERHÖRIG1*', 'WENIG8*']","['schwer{hörige}', '[MG]']"
1413703,121,Kürzlich in Taipeh war es genau umgekehrt.,"['JETZT3*', 'VIERECK10^*', 'UM12*']","['[MG]', 'tai{peh}']"
1413703,122,Viel mehr Leute hatten ein CI und haben gesprochen.,"['MEHR1', 'CI1*', 'REDEN3A']","['mehr', '[MG]']"
1413703,123,"Ich sprach einfach einige von ihnen an, zum Beispiel Leute aus China.","['ICH1', '$GEST-OFF^', 'ICH2*', 'AUS1', 'CHINA2*', 'BEISPIEL1^*']","['aus', 'china']"
1413703,124,Ich sprach einige an und die konnten nicht gebärden. Da war ich erstaunt.,"['ICH2', 'BESCHEID1A*', '$INDEX1', 'GEBÄRDEN1A', 'KANN1*', 'GEBÄRDEN1A*', 'KANN1*', 'GEBÄRDEN1A*', 'KANN1*', '||$INDEX1']","['[MG]', 'kann nicht']"
1413703,125,"Klar, es durften alle mitmachen bei denen laut Audiogramm mindestens 55% [gemeint: dB] Hörverlust vorlagen.","['OHR1^', '$INDEX1', 'AB1C', '$INDEX1', 'ALLE1B', 'ZICKZACK-VERLAUF1B^', 'AB1C', '$NUM-DOPPEL1B:5', 'PROZENT7*', 'ZICKZACK-VERLAUF1B^', '$NUM-DOPPEL1B:5', '$GEST-OFF^']","['ab', 'audio{gramm}', 'ab', 'fünfundfünfzig', 'audiogramm']"
1413703,126,Beim Hören sind das Dezibel.,"['HÖREN2', 'ZICKZACK-VERLAUF1B^*']","['hören', 'dezibel dezibel dezibel']"
1413703,127,"Weil sie schlechter hörten, durften sie mitmachen und verdrängten aber so die Gehörlosen.","['$INDEX1', 'HÖREN2*', 'TAUB-GEHÖRLOS2*', 'TAUB-GEHÖRLOS1B', 'AB1B', '||EINTRETEN1A^', '$GEST-OFF^', '$GEST-NM-KOPFNICKEN1^', '||AUCH1A', 'OFFIZIELL2']","['[MG]', '[MG]', '[MG]']"
1413703,128,"Das ist doch Betrug, war das denn rechtens so?","['$INDEX1', 'BETRÜGEN1*', '$INDEX1', 'BETRÜGEN1*', '$INDEX2*', '$INDEX1', 'OFFIZIELL3']","['betrug betrug', 'betrug betrug', '[MG]']"
1413703,129,War das wirklich offiziell?,"['OFFIZIELL2', 'MISSTRAUISCH1']",['offiziell']
1413703,130,"In Russland ist es so, dass die hörenden beim Badminton sehr sportlich, aktiv und auf hohen Niveau agieren.","['$INDEX1', 'RUSSLAND4B', 'LAND1A', '$INDEX1', 'RUSSLAND4B*', 'LAND1A', '$INDEX1', 'TINNITUS1^*', 'HOCH3A*', '$PROD*', 'SPORT1*', 'ALLE1C*', 'HÖREND1A*', 'BADMINTON1', 'TINNITUS1^*', 'HOCH3A*']","['russland', 'russland', 'hörend', 'sport', 'badminton']"
1413703,131,"Dann hörten sie schlechter, vielleicht weil sie dummerweise in der Disko ihre Hörfähigkeit schmälerten.","['$INDEX1', 'OHR1^', 'VERRINGERN1A^*', '$INDEX1*', 'DUMM1', 'DISCO1', 'HÖREND1A', 'WENIGER-WERDEN4*']","['[MG]', 'dumm', 'disco']"
1413703,132,"Diejenigen mit einem Hörverlust ab 55% wussten, dass Gehörlose, die bei den Deaflympics eine Medaille gewinnen, in Russland 100000 € Belohnung bekommen.","['AB1C', '$NUM-DOPPEL2:5', 'PROZENT7', '||$INDEX1', 'RUSSLAND4B*', 'TAUB-GEHÖRLOS1A', 'OLYMPIA1', 'GEWINNEN1||$INDEX1', '$INDEX1*', '$NUM-HUNDERTER1:1', 'SEHR4^*', 'EURO2']","['proz{ent}', 'olympia', 'hunderttausend', 'euro']"
1413703,133,"Da meldeten sich die Schwerhörigen, nahmen zahlreich teil und verdrängten so die Gehörlosen.","['||HAND-HEBEN2^', '||ICH1', 'DORT1', '||TAUB-GEHÖRLOS1A', 'AB1B*', '||SCHWERHÖRIG1*', 'EINTRETEN1A*', '||$INDEX1*', 'ENDE1^']","['schwerhörig', '[MG]']"
1413703,134,"Die Russen haben alle Medaillen bekommen, aber in der Mannschaft gab es nur Schwerhörige, die nicht gebärden konnten.","['$INDEX1', 'GOLD5', 'GOLD-MEDAILLE1', 'RUSSLAND4B*', 'ERFOLG3', 'ALLE1A', 'SCHWERHÖRIG1', 'GEBÄRDEN1D']","['go{ld}', 'russen', 'schwerhörig', 'gebärden']"
1413703,135,"Zum Beispiel beim Badminton, da gab es den sehr bekannten Badminton-Spieler aus England, der damals immer wieder gewann.","['DU1', 'ERINNERUNG3B', 'BADMINTON1', 'BEKANNT3B', 'ENGLAND4||$INDEX1*', 'TAG-ZURÜCK1B^*', 'GEWINNEN1', 'OLYMPIA1', 'GEWINNEN1*']","['badminton', 'bekannt', 'england', '[MG]', '[MG]']"
1413703,136,"Und dann kam einer von denen und siegte gegen ihn, einfach so.","['$INDEX1', 'SCHLAGEN1*', '$GEST-OFF^']",['[MG]']
1413703,137,"Er gratulierte den Russen und wollte was gebärden, aber er erkannte, dass der andere es nicht konnte und schwerhörig war.","['||$INDEX1', '||WÜNSCHEN1B', 'GRATULIEREN1A', 'GEBÄRDEN1A', 'DU1*', 'SCHWERHÖRIG1*', '$GEST-OFF^']",['[MG]']
1413703,138,"Ja, es sind immer mehr Schwerhörige dabei, auch des Geldes wegen, und verdrängen die Gehörlosen.","['SAGEN1*', 'MEHR3', 'SCHWERHÖRIG1*', 'ABLAUF2^*', 'AUSNUTZEN1*', 'GELD1A', 'AUSNUTZEN1', 'TAUB-GEHÖRLOS1A', 'AB1B', '$GEST-OFF^']","['mehr mehr', 'schwerhörig', '[MG]']"
1413703,139,Immer nur Schwerhörige.,"['SCHWERHÖRIG1*', '$GEST-OFF^*']",['schwerhörig schwerhörig']
1413703,140,Das finde ich gar nicht gut.,"['ICH1', '$GEST-OFF^']",['[MG]']
1413703,141,"Richtig wäre es, wenn die Gehörlosen bevorzugt würden.","['RICHTIG1B', 'VOR6A', 'TAUB-GEHÖRLOS1A', '||$GEST-OFF^*']","['richtig', 'vor', 'gehörlos']"
1413703,142,"Beim Audiogramm sollte es nicht bei 55% [gemeint ist Dezibel], sondern mehr auf 70% [gemeint ist Dezibel] liegen.","['AUDIOGRAMM1', '$NUM-EINER1B:5', 'PROZENT7', 'NICHT3A', 'MEHR8B', 'PROZENT1', 'MUSS1', '$NUM-ZEHNER2A:7d*', 'PROZENT7', 'GUT1']","['audiogramm', 'pro{zent}', 'nee', '[MG]', '[MG]', 'muss', 'siebzig', 'prozent']"
1413703,143,Die Grenze ab 55 [gemeint ist Dezibel] zu machen.,"['GRENZE1B*', 'AB2', '$NUM-DOPPEL2:5']","['grenze', 'ab', 'fün{fundfünfzig}']"
1413703,144,Dann gäbe es mehr Gehörlose.,"['MEHR1', 'TAUB-GEHÖRLOS1B', 'GEBÄRDEN1D', '$GEST-OFF^']",['mehr']
1413703,145,Heute sind diese aber recht wenig geworden.,"['JETZT1*', 'REDUZIEREN3']",['[MG]']
